country,continent,year,gdp_pc,life_exp,pop,lgdp_pc,lgdp_pc_change
Iran ,Asia ,1997,8263.59,68.04000000000001,63327987,9.0196142,.082614899
Iran ,Asia ,2002,9240.76,69.45,66907826,9.1313791,.33007813
Iran ,Asia ,2007,11605.71,70.95999999999999,69453570,9.3592529,.47247791
Iraq ,Asia ,1952,4129.77,45.32,5441766,8.3259773,
Iraq ,Asia ,1957,6229.33,48.44,6248643,8.7370243,
Iraq ,Asia ,1962,8341.74,51.46,7240260,9.029027,
Iraq ,Asia ,1967,8931.459999999999,54.46,8519282,9.0973349,.77135754
Iraq ,Asia ,1972,9576.040000000001,56.95,10061506,9.1670198,.42999554
Iraq ,Asia ,1977,14688.24,60.41,11882916,9.5948029,.56577587
Iraq ,Asia ,1982,14517.91,62.04,14173318,9.5831385,.4858036
Iraq ,Asia ,1987,11643.57,65.04000000000001,16543189,9.3625097,.19548988
Iraq ,Asia ,1992,3745.64,59.46,17861905,8.2283478,-1.3664551
Iraq ,Asia ,1997,3076.24,58.81,20775703,8.0314636,-1.5516748
Iraq ,Asia ,2002,4390.72,57.05,24001816,8.387248,-.97526169
Iraq ,Asia ,2007,4471.06,59.55,27499638,8.4053812,.17703342
Ireland ,Europe ,1952,5210.28,66.91,2952156,8.5583887,
Ireland ,Europe ,1957,5599.08,68.90000000000001,2878220,8.6303577,
Ireland ,Europe ,1962,6631.6,70.29000000000001,2830000,8.7996016,
Ireland ,Europe ,1967,7655.57,71.08,2900100,8.9431887,.38479996
Ireland ,Europe ,1972,9530.77,71.28,3024400,9.162281,.53192329
Ireland ,Europe ,1977,11150.98,72.03,3271900,9.3192825,.51968098
Ireland ,Europe ,1982,12618.32,73.09999999999999,3480000,9.4429054,.49971676
Ireland ,Europe ,1987,13872.87,74.36,3539900,9.5376902,.37540913
Ireland ,Europe ,1992,17558.82,75.47,3557761,9.7733116,.45402908
Ireland ,Europe ,1997,24521.95,76.12,3667233,10.107324,.66441822
Ireland ,Europe ,2002,34077.05,77.78,3879155,10.436379,.89868927
Ireland ,Europe ,2007,40676,78.89,4109086,10.613394,.84008217
Israel ,Asia ,1952,4086.52,65.39,1620914,8.3154488,
Israel ,Asia ,1957,5385.28,67.84,1944401,8.5914249,
Israel ,Asia ,1962,7105.63,69.39,2310904,8.8686428,
Israel ,Asia ,1967,8393.74,70.75,2693585,9.0352411,.71979237
Israel ,Asia ,1972,12786.93,71.63,3095893,9.4561787,.86475372
Israel ,Asia ,1977,13306.62,73.06,3495918,9.4960165,.6273737
Israel ,Asia ,1982,15367.03,74.45,3858421,9.6399794,.60473824
Israel ,Asia ,1987,17122.48,75.59999999999999,4203148,9.748148,.2919693
Israel ,Asia ,1992,18051.52,76.93000000000001,4936550,9.8009853,.30496883
Israel ,Asia ,1997,20896.61,78.27,5531387,9.9473419,.30736256
Israel ,Asia ,2002,21905.6,79.7,6029529,9.9944973,.24634933
Israel ,Asia ,2007,25523.28,80.75,6426679,10.147346,.34636116
Italy ,Europe ,1952,4931.4,65.94,47666000,8.5033779,
Italy ,Europe ,1957,6248.66,67.81,49182000,8.7401228,
Italy ,Europe ,1962,8243.58,69.23999999999999,50843200,9.01719,
Italy ,Europe ,1967,10022.4,71.06,52667100,9.2125778,.70919991
Italy ,Europe ,1972,12269.27,72.19,54365564,9.4148531,.6747303
Italy ,Europe ,1977,14255.98,73.48,56059245,9.5649319,.54774189
Italy ,Europe ,1982,16537.48,74.98,56535636,9.7133846,.50080681
Italy ,Europe ,1987,19207.23,76.42,56729703,9.8630419,.44818878
Italy ,Europe ,1992,22013.64,77.44,56840847,9.9994173,.43448544
Italy ,Europe ,1997,24675.02,78.81999999999999,57479469,10.113546,.40016174
Italy ,Europe ,2002,27968.1,80.23999999999999,57926999,10.23882,.3757782
Italy ,Europe ,2007,28569.72,80.55,58147733,10.260102,.26068497
Jamaica ,Americas ,1952,2898.53,58.53,1426095,7.9719591,
Jamaica ,Americas ,1957,4756.53,62.61,1535090,8.4672737,
Jamaica ,Americas ,1962,5246.11,65.61,1665128,8.5652418,
Jamaica ,Americas ,1967,6124.7,67.51000000000001,1861096,8.7200851,.74812603
Jamaica ,Americas ,1972,7433.89,69,1997616,8.913805,.4465313
Jamaica ,Americas ,1977,6650.2,70.11,2156814,8.8024025,.23716068
Jamaica ,Americas ,1982,6068.05,71.20999999999999,2298309,8.7107925,-.0092926025
Jamaica ,Americas ,1987,6351.24,71.77,2326606,8.7564049,-.15740013
Jamaica ,Americas ,1992,7404.92,71.77,2378618,8.9098997,.10749722
Jamaica ,Americas ,1997,7121.92,72.26000000000001,2531311,8.8709326,.16014004
Jamaica ,Americas ,2002,6994.77,72.05,2664659,8.8529177,.096512794
Jamaica ,Americas ,2007,7320.88,72.56999999999999,2780132,8.8984861,-.011413574
Japan ,Asia ,1952,3216.96,63.03,86459025,8.0761919,
Japan ,Asia ,1957,4317.69,65.5,91563009,8.3704758,
Japan ,Asia ,1962,6576.65,68.73,95831757,8.7912807,
Japan ,Asia ,1967,9847.790000000001,71.43000000000001,100825279,9.1950026,1.1188107
Japan ,Asia ,1972,14778.79,73.42,107188273,9.6009483,1.2304726
Japan ,Asia ,1977,16610.38,75.38,113872473,9.717783,.92650223
Japan ,Asia ,1982,19384.11,77.11,118454974,9.8722086,.67720604
Japan ,Asia ,1987,22375.94,78.67,122091325,10.015741,.41479301
Japan ,Asia ,1992,26824.9,79.36,124329269,10.197085,.47930241
Japan ,Asia ,1997,28816.58,80.69,125956499,10.268706,.39649773
Japan ,Asia ,2002,28604.59,82,127065841,10.261322,.24558067
Japan ,Asia ,2007,31656.07,82.59999999999999,127467972,10.362685,.16559982
Jordan ,Asia ,1952,1546.91,43.16,607914,7.3440146,
Jordan ,Asia ,1957,1886.08,45.67,746559,7.5422559,
Jordan ,Asia ,1962,2348.01,48.13,933559,7.7613235,
Jordan ,Asia ,1967,2741.8,51.63,1255058,7.9163699,.57235527
Jordan ,Asia ,1972,2110.86,56.53,1613551,7.654851,.11259508
Jordan ,Asia ,1977,2852.35,61.13,1937652,7.9558983,.19457483
Jordan ,Asia ,1982,4161.42,63.74,2347031,8.3336115,.41724157
Jordan ,Asia ,1987,4448.68,65.87,2820042,8.400363,.74551201
Jordan ,Asia ,1992,3431.59,68.02,3867409,8.1407785,.18488026
Jordan ,Asia ,1997,3645.38,69.77,4526235,8.2012157,-.13239574
Jordan ,Asia ,2002,3844.92,71.26000000000001,5307470,8.254508,-.14585495
Jordan ,Asia ,2007,4519.46,72.54000000000001,6053193,8.4161482,.27536964
Kenya ,Africa ,1952,853.54,42.27,6464046,6.7493925,
Kenya ,Africa ,1957,944.4400000000001,44.69,7454779,6.8505921,
Kenya ,Africa ,1962,896.97,47.95,8678557,6.7990222,
Kenya ,Africa ,1967,1056.74,50.65,10191512,6.962944,.21355152
Kenya ,Africa ,1972,1222.36,53.56,12044785,7.1085386,.25794649
Kenya ,Africa ,1977,1267.61,56.16,14500404,7.1448884,.3458662
Kenya ,Africa ,1982,1348.23,58.77,17661452,7.2065477,.24360371
Kenya ,Africa ,1987,1361.94,59.34,21198082,7.2166653,.10812664
Kenya ,Africa ,1992,1341.92,59.29,25020539,7.2018566,.056968212
Kenya ,Africa ,1997,1360.49,54.41,28263827,7.2156,.0090522766
Kenya ,Africa ,2002,1287.51,50.99,31386842,7.1604652,-.056200027
Kenya ,Africa ,2007,1463.25,54.11,35610177,7.2884154,.086558819
"Korea, Dem. Rep. ",Asia ,1952,1088.28,50.06,8865488,6.9923539,
"Korea, Dem. Rep. ",Asia ,1957,1571.13,54.08,9411381,7.3595505,
"Korea, Dem. Rep. ",Asia ,1962,1621.69,56.66,10917494,7.3912239,
"Korea, Dem. Rep. ",Asia ,1967,2143.54,59.94,12617009,7.6702142,.67786026
"Korea, Dem. Rep. ",Asia ,1972,3701.62,63.98,14781241,8.216526,.85697556
"Korea, Dem. Rep. ",Asia ,1977,4106.3,67.16,16325320,8.3202772,.92905331
"Korea, Dem. Rep. ",Asia ,1982,4106.53,69.09999999999999,17647518,8.3203335,.6501193
"Korea, Dem. Rep. ",Asia ,1987,4106.49,70.65000000000001,19067554,8.3203239,.10379791
"Korea, Dem. Rep. ",Asia ,1992,3726.06,69.98,20711375,8.2231064,-.09717083
"Korea, Dem. Rep. ",Asia ,1997,1690.76,67.73,21585105,7.4329333,-.88740015
"Korea, Dem. Rep. ",Asia ,2002,1646.76,66.66,22215365,7.4065652,-.91375875
"Korea, Dem. Rep. ",Asia ,2007,1593.07,67.3,23301725,7.3734183,-.84968805
"Korea, Rep. ",Asia ,1952,1030.59,47.45,20947571,6.9378867,
"Korea, Rep. ",Asia ,1957,1487.59,52.68,22611552,7.3049126,
"Korea, Rep. ",Asia ,1962,1536.34,55.29,26420307,7.3371582,
"Korea, Rep. ",Asia ,1967,2029.23,57.72,30131000,7.6154118,.67752504
"Korea, Rep. ",Asia ,1972,3030.88,62.61,33505000,8.0166082,.71169567
"Korea, Rep. ",Asia ,1977,4657.22,64.77,36436000,8.4461737,1.1090155
"Korea, Rep. ",Asia ,1982,5622.94,67.12,39326000,8.6346102,1.0191984
"Korea, Rep. ",Asia ,1987,8533.09,69.81,41622000,9.0517073,1.035099
"Korea, Rep. ",Asia ,1992,12104.28,72.23999999999999,43805450,9.4013147,.95514107
"Korea, Rep. ",Asia ,1997,15993.53,74.65000000000001,46173816,9.6799393,1.0453291
"Korea, Rep. ",Asia ,2002,19233.99,77.05,47969150,9.8644342,.81272697
"Korea, Rep. ",Asia ,2007,23348.14,78.62,49044790,10.058272,.65695763
Kuwait ,Asia ,1952,108382.35,55.57,160000,11.593421,
Kuwait ,Asia ,1957,113523.13,58.03,212846,11.639762,
Kuwait ,Asia ,1962,95458.11,60.47,358266,11.466443,
Kuwait ,Asia ,1967,80894.88,64.62,575003,11.300906,-.2925148
Kuwait ,Asia ,1972,109347.87,67.70999999999999,841934,11.602289,-.037472725
Kuwait ,Asia ,1977,59265.48,69.34,1140357,10.989782,-.47666073
Kuwait ,Asia ,1982,31354.04,71.31,1497494,10.353099,-.94780731
Kuwait ,Asia ,1987,28118.43,74.17,1891487,10.244181,-1.3581085
Kuwait ,Asia ,1992,34932.92,75.19,1418095,10.461185,-.52859783
Kuwait ,Asia ,1997,40300.62,76.16,1765345,10.604122,.25102329
Kuwait ,Asia ,2002,35110.11,76.90000000000001,2111561,10.466245,.22206402
Kuwait ,Asia ,2007,47306.99,77.59,2505559,10.764413,.30322838
Lebanon ,Asia ,1952,4834.8,55.93,1439529,8.4835949,
Lebanon ,Asia ,1957,6089.79,59.49,1647412,8.7143688,
Lebanon ,Asia ,1962,5714.56,62.09,1886848,8.650773,
Lebanon ,Asia ,1967,6006.98,63.87,2186894,8.7006779,.21708298
Lebanon ,Asia ,1972,7486.38,65.42,2680018,8.9208403,.20647144
Lebanon ,Asia ,1977,8659.700000000001,66.09999999999999,3115787,9.0664358,.41566277
Lebanon ,Asia ,1982,7640.52,66.98,3086876,8.9412212,.24054337
Lebanon ,Asia ,1987,5377.09,67.93000000000001,3089353,8.5899029,-.33093739
Lebanon ,Asia ,1992,6890.81,69.29000000000001,3219994,8.837944,-.22849178
Lebanon ,Asia ,1997,8754.959999999999,70.27,3430388,9.0773754,.13615417
Lebanon ,Asia ,2002,9313.940000000001,71.03,3677780,9.1392679,.54936504
Lebanon ,Asia ,2007,10461.06,71.98999999999999,3921278,9.255415,.41747093
Lesotho ,Africa ,1952,298.85,42.14,748747,5.6999416,
Lesotho ,Africa ,1957,336,45.05,813338,5.817111,
Lesotho ,Africa ,1962,411.8,47.75,893143,6.0205379,
Lesotho ,Africa ,1967,498.64,48.49,996380,6.2118845,.51194286
Lesotho ,Africa ,1972,496.58,49.77,1116779,6.2077446,.39063358
Lesotho ,Africa ,1977,745.37,52.21,1251524,6.6138806,.59334278
Lesotho ,Africa ,1982,797.26,55.08,1411807,6.681181,.46929646
Lesotho ,Africa ,1987,773.99,57.18,1599200,6.6515589,.44381428
Lesotho ,Africa ,1992,977.49,59.69,1803195,6.8849878,.2711072
Lesotho ,Africa ,1997,1186.15,55.56,1982823,7.0784678,.39728689
Lesotho ,Africa ,2002,1275.18,44.59,2046772,7.1508427,.49928379
Lesotho ,Africa ,2007,1569.33,42.59,2012649,7.3584042,.47341633
Liberia ,Africa ,1952,575.5700000000001,38.48,863308,6.355361,
Liberia ,Africa ,1957,620.97,39.49,975950,6.431283,
Liberia ,Africa ,1962,634.2,40.5,1112796,6.4523644,
Liberia ,Africa ,1967,713.6,41.54,1279406,6.5703225,.21496153
Liberia ,Africa ,1972,803.01,42.61,1482628,6.6883674,.25708437
Liberia ,Africa ,1977,640.3200000000001,43.76,1703617,6.4619679,.0096035004
Liberia ,Africa ,1982,572.2,44.85,1956875,6.3494887,-.22083378
Liberia ,Africa ,1987,506.11,46.03,2269414,6.2267542,-.46161318
Liberia ,Africa ,1992,636.62,40.8,1912974,6.4561729,-.005795002
Liberia ,Africa ,1997,609.17,42.22,2200725,6.4120975,.062608719
Liberia ,Africa ,2002,531.48,43.75,2814651,6.2756658,.048911572
Liberia ,Africa ,2007,414.51,45.68,3193942,6.0270972,-.42907572
Libya ,Africa ,1952,2387.55,42.72,1019729,7.7780232,
Libya ,Africa ,1957,3448.28,45.29,1201578,8.1456308,
Libya ,Africa ,1962,6757.03,47.81,1441863,8.8183384,
Libya ,Africa ,1967,18772.75,50.23,1759224,9.8401613,2.0621381
Libya ,Africa ,1972,21011.5,52.77,2183877,9.9528255,1.8071947
Libya ,Africa ,1977,21951.21,57.44,2721783,9.9965773,1.1782389
Libya ,Africa ,1982,17364.28,62.16,3344074,9.7621708,-.077990532
Libya ,Africa ,1987,11770.59,66.23,3799845,9.3733597,-.57946587
Libya ,Africa ,1992,9640.139999999999,68.76000000000001,4364501,9.1736908,-.82288647
Libya ,Africa ,1997,9467.450000000001,71.56,4759670,9.1556149,-.60655594
Libya ,Africa ,2002,9534.68,72.73999999999999,5368585,9.1626911,-.21066856
Libya ,Africa ,2007,12057.5,73.95,6036914,9.3974419,.22375107
Madagascar ,Africa ,1952,1443.01,36.68,4762912,7.2744865,
Madagascar ,Africa ,1957,1589.2,38.87,5181679,7.370986,
Madagascar ,Africa ,1962,1643.39,40.85,5703324,7.4045167,
Madagascar ,Africa ,1967,1634.05,42.88,6334556,7.3988171,.12433052
Madagascar ,Africa ,1972,1748.56,44.85,7082430,7.466548,.095561981
Madagascar ,Africa ,1977,1544.23,46.88,8007166,7.3422809,-.062235832
Madagascar ,Africa ,1982,1302.88,48.97,9171477,7.1723323,-.22648478
Madagascar ,Africa ,1987,1155.44,49.35,10568642,7.0522366,-.41431141
Madagascar ,Africa ,1992,1040.68,52.21,12210395,6.9476295,-.39465141
Madagascar ,Africa ,1997,986.3,54.98,14165114,6.8939605,-.27837181
Madagascar ,Africa ,2002,894.64,57.29,16473477,6.7964215,-.25581503
Madagascar ,Africa ,2007,1044.77,59.44,19167654,6.9515519,.0039224625
Malawi ,Africa ,1952,369.17,36.26,2917802,5.9112573,
Malawi ,Africa ,1957,416.37,37.21,3221238,6.0315742,
Malawi ,Africa ,1962,427.9,38.41,3628608,6.0588894,
Malawi ,Africa ,1967,495.51,39.49,4147252,6.2055874,.29433012
Malawi ,Africa ,1972,584.62,41.77,4730997,6.3709621,.33938789
Malawi ,Africa ,1977,663.22,43.77,5637246,6.4971066,.43821716
Malawi ,Africa ,1982,632.8,45.64,6502825,6.4501543,.24456692
Malawi ,Africa ,1987,635.52,47.46,7824747,6.4544435,.083481312
Malawi ,Africa ,1992,563.2,49.42,10014249,6.3336349,-.1634717
Malawi ,Africa ,1997,692.28,47.5,10419991,6.5399904,.089836121
Malawi ,Africa ,2002,665.42,45.01,11824495,6.5004182,.045974731
Malawi ,Africa ,2007,759.35,48.3,13327079,6.632463,.29882813
Malaysia ,Asia ,1952,1831.13,48.46,6748378,7.5126886,
Malaysia ,Asia ,1957,1810.07,52.1,7739235,7.5011206,
Malaysia ,Asia ,1962,2036.88,55.74,8906385,7.6191745,
Malaysia ,Asia ,1967,2277.74,59.37,10154878,7.7309389,.21825027
Malaysia ,Asia ,1972,2849.09,63.01,11441462,7.9547548,.45363426
Malaysia ,Asia ,1977,3827.92,65.26000000000001,12845381,8.2500772,.63090277
Malaysia ,Asia ,1982,4920.36,68,14441916,8.5011368,.77019787
Malaysia ,Asia ,1987,5249.8,69.5,16331785,8.5659456,.6111908
Malaysia ,Asia ,1992,7277.91,70.69,18319502,8.8925991,.64252186
Malaysia ,Asia ,1997,10132.91,71.94,20476091,9.2235441,.72240734
Malaysia ,Asia ,2002,10206.98,73.04000000000001,22662365,9.2308273,.66488171
Malaysia ,Asia ,2007,12451.66,74.23999999999999,24821286,9.4296093,.53701019
Mali ,Africa ,1952,452.34,33.69,3838168,6.1144342,
Mali ,Africa ,1957,490.38,35.31,4241884,6.1951804,
Mali ,Africa ,1962,496.17,36.94,4690372,6.2069187,
Mali ,Africa ,1967,545.01,38.49,5212416,6.3008041,.1863699
Mali ,Africa ,1972,581.37,39.98,5828158,6.3653874,.17020702
Mali ,Africa ,1977,686.4,41.71,6491649,6.5314608,.32454205
Mali ,Africa ,1982,618.01,43.92,6998256,6.4265046,.12570047
Mali ,Africa ,1987,684.17,46.36,7634008,6.5282063,.16281891
Mali ,Africa ,1992,739.01,48.39,8416215,6.6053114,.073850632
Mali ,Africa ,1997,790.26,49.9,9384984,6.6723619,.24585724
Mali ,Africa ,2002,951.41,51.82,10580176,6.857945,.32973862
Mali ,Africa ,2007,1042.58,54.47,12031795,6.9494538,.34414244
Mauritania ,Africa ,1952,743.12,40.54,1022556,6.6108575,
Mauritania ,Africa ,1957,846.12,42.34,1076852,6.7406611,
Mauritania ,Africa ,1962,1055.9,44.25,1146757,6.9621487,
Mauritania ,Africa ,1967,1421.15,46.29,1230542,7.2592216,.64836407
Mauritania ,Africa ,1972,1586.85,48.44,1332786,7.3695064,.62884521
Mauritania ,Africa ,1977,1497.49,50.85,1456688,7.3115458,.34939718
Mauritania ,Africa ,1982,1481.15,53.6,1622136,7.3005743,.041352749
Mauritania ,Africa ,1987,1421.6,56.15,1841240,7.2595382,-.10996819
Mauritania ,Africa ,1992,1361.37,58.33,2119465,7.2162466,-.095299244
Mauritania ,Africa ,1997,1483.14,60.43,2444741,7.3019166,.0013422966
Mauritania ,Africa ,2002,1579.02,62.25,2828858,7.3645597,.10502148
Mauritania ,Africa ,2007,1803.15,64.16,3270065,7.4972906,.28104401
Mauritius ,Africa ,1952,1967.96,50.99,516556,7.5847526,
Mauritius ,Africa ,1957,2034.04,58.09,609816,7.6177793,
Mauritius ,Africa ,1962,2529.07,60.25,701016,7.8356071,
Mauritius ,Africa ,1967,2475.39,61.56,789309,7.8141532,.22940063
Mauritius ,Africa ,1972,2575.48,62.94,851334,7.8537912,.23601198
Mauritius ,Africa ,1977,3710.98,64.93000000000001,913025,8.2190514,.38344431
Mauritius ,Africa ,1982,3688.04,66.70999999999999,992040,8.2128506,.39869738
Mauritius ,Africa ,1987,4783.59,68.73999999999999,1042663,8.4729462,.61915493
Mauritius ,Africa ,1992,6058.25,69.75,1096202,8.7091761,.4901247
Mauritius ,Africa ,1997,7425.71,70.73999999999999,1149818,8.9127035,.69985294
Mauritius ,Africa ,2002,9021.82,71.95,1200206,9.1074009,.63445473
Mauritius ,Africa ,2007,10956.99,72.8,1250882,9.301733,.59255695
Mexico ,Americas ,1952,3478.13,50.79,30144317,8.1542501,
Mexico ,Americas ,1957,4131.55,55.19,35015548,8.3264084,
Mexico ,Americas ,1962,4581.61,58.3,41121485,8.4298058,
Mexico ,Americas ,1967,5754.73,60.11,47995559,8.6577778,.50352764
Mexico ,Americas ,1972,6809.41,62.36,55984294,8.8260603,.49965191
Mexico ,Americas ,1977,7674.93,65.03,63759976,8.945714,.51590824
Mexico ,Americas ,1982,9611.15,67.41,71640904,9.1706791,.51290131
Mexico ,Americas ,1987,8688.16,69.5,80122492,9.0697165,.24365616
Mexico ,Americas ,1992,9472.379999999999,71.45999999999999,88111030,9.1561356,.21042156
Mexico ,Americas ,1997,9767.299999999999,73.67,95895146,9.1867952,.016116142
Mexico ,Americas ,2002,10742.44,74.90000000000001,102479927,9.2819576,.21224117
Mexico ,Americas ,2007,11977.57,76.2,108700891,9.3907909,.23465538
Mongolia ,Asia ,1952,786.5700000000001,42.24,800663,6.6676817,
Mongolia ,Asia ,1957,912.66,45.25,882134,6.8163633,
Mongolia ,Asia ,1962,1056.35,48.25,1010280,6.962575,
Mongolia ,Asia ,1967,1226.04,51.25,1149500,7.1115446,.44386292
Mongolia ,Asia ,1972,1421.74,53.75,1320500,7.2596369,.44327354
Mongolia ,Asia ,1977,1647.51,55.49,1528000,7.4070206,.44444561
Mongolia ,Asia ,1982,2000.6,57.49,1756032,7.6012025,.48965788
Mongolia ,Asia ,1987,2338.01,60.22,2015133,7.7570553,.4974184
Mongolia ,Asia ,1992,1785.4,61.27,2312802,7.4873977,.080377102
Mongolia ,Asia ,1997,1902.25,63.63,2494803,7.5507927,-.050409794
Mongolia ,Asia ,2002,2140.74,65.03,2674234,7.6689067,-.088148594
Mongolia ,Asia ,2007,3095.77,66.8,2874127,8.0377922,.55039454
Montenegro ,Europe ,1952,2647.59,59.16,413834,7.8814049,
Montenegro ,Europe ,1957,3682.26,61.45,442829,8.2112818,
Montenegro ,Europe ,1962,4649.59,63.73,474528,8.4445343,
Montenegro ,Europe ,1967,5907.85,67.18000000000001,501035,8.6840372,.80263233
Montenegro ,Europe ,1972,7778.41,70.64,527678,8.9591074,.74782562
Montenegro ,Europe ,1977,9595.93,73.06999999999999,560073,9.1690941,.72455978
Montenegro ,Europe ,1982,11222.59,74.09999999999999,562548,9.3256836,.64164639
Montenegro ,Europe ,1987,11732.51,74.87,569473,9.3701191,.4110117
Montenegro ,Europe ,1992,7003.34,75.44,621621,8.8541422,-.3149519
Montenegro ,Europe ,1997,6465.61,75.45,692651,8.7742529,-.5514307
Montenegro ,Europe ,2002,6557.19,73.98,720230,8.7883177,-.58180141
Montenegro ,Europe ,2007,9253.9,74.54000000000001,684736,9.1328001,.27865791
Morocco ,Africa ,1952,1688.2,42.87,9939217,7.4314179,
Morocco ,Africa ,1957,1642,45.42,11406350,7.4036703,
Morocco ,Africa ,1962,1566.35,47.92,13056604,7.3565035,
Morocco ,Africa ,1967,1711.04,50.34,14770296,7.4448566,.013438702
Morocco ,Africa ,1972,1930.19,52.86,16660670,7.5653739,.16170359
Morocco ,Africa ,1977,2370.62,55.73,18396941,7.7709069,.41440344
Morocco ,Africa ,1982,2702.62,59.65,20198730,7.9019771,.45712042
Morocco ,Africa ,1987,2755.05,62.68,22987397,7.9211907,.35581684
Morocco ,Africa ,1992,2948.05,65.39,25798239,7.9888992,.21799231
Morocco ,Africa ,1997,2982.1,67.66,28529501,8.0003834,.098406315
Morocco ,Africa ,2002,3258.5,69.62,31167783,8.0890226,.1678319
Morocco ,Africa ,2007,3820.18,71.16,33757175,8.2480526,.25915337
Mozambique ,Africa ,1952,468.53,31.29,6446316,6.1496,
Mozambique ,Africa ,1957,495.59,33.78,7038035,6.205749,
Mozambique ,Africa ,1962,556.6900000000001,36.16,7788944,6.3220086,
Mozambique ,Africa ,1967,566.67,38.11,8680909,6.339777,.19017696
Mozambique ,Africa ,1972,724.92,40.33,9809596,6.5860615,.38031244
Mozambique ,Africa ,1977,502.32,42.5,11127868,6.2192373,-.10277128
Mozambique ,Africa ,1982,462.21,42.8,12587223,6.1360192,-.20375776
Mozambique ,Africa ,1987,389.88,42.86,12891952,5.9658389,-.62022257
Mozambique ,Africa ,1992,410.9,44.28,13160731,6.0183496,-.20088768
Mozambique ,Africa ,1997,472.35,46.34,16603334,6.1577201,.021700859
Mozambique ,Africa ,2002,633.62,44.03,18473780,6.4514494,.48561049
Mozambique ,Africa ,2007,823.6900000000001,42.08,19951656,6.7137942,.69544458
Myanmar ,Asia ,1952,331,36.32,20092996,5.8021183,
Myanmar ,Asia ,1957,350,41.91,21731844,5.857933,
Myanmar ,Asia ,1962,388,45.11,23634436,5.9610052,
Myanmar ,Asia ,1967,349,49.38,25870271,5.855072,.05295372
Myanmar ,Asia ,1972,357,53.07,28466390,5.8777356,.01980257
Myanmar ,Asia ,1977,371,56.06,31528087,5.9162021,-.044803143
Myanmar ,Asia ,1982,424,58.06,34680442,6.0497336,.19466162
Myanmar ,Asia ,1987,385,58.34,38028578,5.9532433,.075507641
Myanmar ,Asia ,1992,347,59.32,40546538,5.8493247,-.066877365
Myanmar ,Asia ,1997,415,60.33,43247867,6.0282784,-.021455288
Myanmar ,Asia ,2002,611,59.91,45598081,6.4150968,.4618535
Myanmar ,Asia ,2007,944,62.07,47761980,6.8501263,1.0008016
Namibia ,Africa ,1952,2423.78,41.73,485831,7.7930837,
Namibia ,Africa ,1957,2621.45,45.23,548080,7.8714828,
Namibia ,Africa ,1962,3173.22,48.39,621392,8.0625019,
Namibia ,Africa ,1967,3793.69,51.16,706640,8.2410946,.44801092
Namibia ,Africa ,1972,3746.08,53.87,821782,8.2284651,.35698223
Namibia ,Africa ,1977,3876.49,56.44,977026,8.2626858,.20018387
Namibia ,Africa ,1982,4191.1,58.97,1099010,8.3407183,.09962368
Namibia ,Africa ,1987,3693.73,60.84,1278184,8.2143917,-.014073372
Namibia ,Africa ,1992,3804.54,62,1554253,8.2439508,-.018734932
Namibia ,Africa ,1997,3899.52,58.91,1774766,8.268609,-.072109222
Namibia ,Africa ,2002,4072.32,51.48,1972153,8.3119678,.097576141
Namibia ,Africa ,2007,4811.06,52.91,2055080,8.478673,.23472214
Nepal ,Asia ,1952,545.87,36.16,9182536,6.302381,
Nepal ,Asia ,1957,597.9400000000001,37.69,9682338,6.3934903,
Nepal ,Asia ,1962,652.4,39.39,10332057,6.4806581,
Nepal ,Asia ,1967,676.4400000000001,41.47,11261690,6.5168438,.21446276
Nepal ,Asia ,1972,674.79,43.97,12412593,6.5144014,.12091112
Nepal ,Asia ,1977,694.11,46.75,13933198,6.5426307,.061972618
Nepal ,Asia ,1982,718.37,49.59,15796314,6.5769849,.060141087
Nepal ,Asia ,1987,775.63,52.54,17917180,6.6536756,.13927412
Nepal ,Asia ,1992,897.74,55.73,20326209,6.7998805,.25724983
Nepal ,Asia ,1997,1010.89,59.43,23001113,6.9185863,.34160137
Nepal ,Asia ,2002,1057.21,61.34,25873917,6.9633884,.30971289
Nepal ,Asia ,2007,1091.36,63.79,28901790,6.9951801,.19529963
Netherlands ,Europe ,1952,8941.57,72.13,10381988,9.0984669,
Netherlands ,Europe ,1957,11276.19,72.98999999999999,11026383,9.3304491,
Netherlands ,Europe ,1962,12790.85,73.23,11805689,9.4564857,
Netherlands ,Europe ,1967,15363.25,73.81999999999999,12596822,9.6397333,.54126644
Netherlands ,Europe ,1972,18794.75,73.75,13329874,9.8413324,.51088333
Netherlands ,Europe ,1977,21209.06,75.23999999999999,13852989,9.962184,.5056982
Netherlands ,Europe ,1982,21399.46,76.05,14310401,9.9711208,.33138752
Netherlands ,Europe ,1987,23651.32,76.83,14665278,10.071175,.22984219
Netherlands ,Europe ,1992,26790.95,77.42,15174244,10.19582,.2336359
Netherlands ,Europe ,1997,30246.13,78.03,15604464,10.317123,.34600258
Netherlands ,Europe ,2002,33724.76,78.53,16122830,10.425987,.35481262
Netherlands ,Europe ,2007,36797.93,79.76000000000001,16570613,10.513197,.31737709
New Zealand ,Oceania ,1952,10556.58,69.39,1994794,9.2645044,
New Zealand ,Oceania ,1957,12247.4,70.26000000000001,2229407,9.4130688,
New Zealand ,Oceania ,1962,13175.68,71.23999999999999,2488550,9.4861279,
New Zealand ,Oceania ,1967,14463.92,71.52,2728150,9.5794125,.31490803
