Country,Subject Descriptor,Units,Scale,Country/Series-specific Notes,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,Estimates Start After
Greece,Employment,Persons,Millions,"Source: Haver Analytics. Formally, the National Statistical Office (ELSTAT) Latest actual data: 2014. For quarterly data, latest actual is 2015Q1. Notes: Quarterly data for unit labor costs in manufacturing cannot be verified prior to 2000. This partly explains the structural break in the time series in the year 2000. Employment type: National definition Primary domestic currency: Euro Data last updated: 09/2015",3.88,3.825,3.757,3.705,3.698,3.735,3.748,3.744,3.806,3.821,3.871,3.78,3.835,3.872,3.944,4.062,4.114,3.788,4.018,4.031,4.088,4.202,4.265,4.353,4.39,4.444,4.528,4.564,4.611,4.556,4.39,4.054,3.695,3.513,3.536,2014
Greece,Population,Persons,Millions,"Source: Haver Analytics. Formally, the Statistical Office of the European Communities (EUROSTAT) Latest actual data: 2014 Primary domestic currency: Euro Data last updated: 09/2015",9.643,9.728,9.795,9.848,9.893,9.934,9.972,10.007,10.044,10.094,10.161,10.247,10.35,10.462,10.572,10.672,10.758,10.745,10.808,10.861,10.904,10.935,10.969,10.999,11.038,11.074,11.112,11.144,11.182,11.191,11.184,11.123,11.123,11.063,10.993,2014
Greece,General government revenue,National currency,Billions,"Source: Ministry of Finance or Treasury Latest actual data: 2014. 2014 data are preliminary. Fiscal assumptions: The fiscal projections for 2015 and the medium term are staff estimates based on the fiscal package included in the ESM program agreed between Greece and its European partners and on information available as of August 12, 2015. Start/end months of reporting year: January/December GFS Manual used: Government Finance Statistics Manual (GFSM) 1986 Basis of recording: Accrual. Data from 2006 onwards in line with ESA-2010. Data prior to 2006 based on ESA-95. General government includes: Central Government;Local Government;Social Security Funds; Valuation of public debt: Nominal value. Net debt data, including historical data, are provisional. Gross debt decreases due to privatization receipts greater than the fiscal deficit. Primary domestic currency: Euro Data last updated: 09/2015",1.69,1.93,2.681,3.318,4.246,5.162,6.288,7.305,8.291,9.322,12.393,15.52,18.428,21.471,25.49,36.943,41.08,46.741,49.409,54.592,59.321,59.929,63.041,67.29,70.583,75.219,84.386,93.583,98.407,92,92.912,90.991,87.47,83.377,81.361,2014
Greece,General government revenue,Percent of GDP,,See notes for:  General government revenue (National currency).,23.677,22.59,24.956,25.885,26.629,26.536,27.048,27.897,26.02,24.615,27.114,27.493,28.239,29.221,30.591,39.551,39.68,40.702,39.311,40.674,41.855,39.43,38.848,37.683,36.569,37.77,38.739,40.194,40.648,38.748,41.073,43.798,45.04,45.702,45.433,2014
Greece,General government total expenditure,National currency,Billions,"Source: Ministry of Finance or Treasury Latest actual data: 2014. 2014 data are preliminary. Fiscal assumptions: The fiscal projections for 2015 and the medium term are staff estimates based on the fiscal package included in the ESM program agreed between Greece and its European partners and on information available as of August 12, 2015. Start/end months of reporting year: January/December GFS Manual used: Government Finance Statistics Manual (GFSM) 1986 Basis of recording: Accrual. Data from 2006 onwards in line with ESA-2010. Data prior to 2006 based on ESA-95. General government includes: Central Government;Local Government;Social Security Funds; Valuation of public debt: Nominal value. Net debt data, including historical data, are provisional. Gross debt decreases due to privatization receipts greater than the fiscal deficit. Primary domestic currency: Euro Data last updated: 09/2015",1.85,2.537,3.261,4.1,5.387,7.043,8.301,9.424,11.396,13.931,18.609,21.007,25.466,30.01,32.534,46.073,48.369,53.81,54.071,58.68,64.474,66.458,70.691,77.145,84.343,86.104,97.716,109.288,122.395,128.3,118.031,112.212,99.911,88.749,88.371,2014
Greece,General government total expenditure,Percent of GDP,,See notes for:  General government total expenditure (National currency).,25.927,29.694,30.348,31.981,33.789,36.203,35.711,35.986,35.764,36.785,40.713,37.215,39.024,40.843,39.043,49.325,46.72,46.858,43.02,43.72,45.49,43.726,43.563,43.201,43.698,43.235,44.859,46.939,50.556,54.037,52.178,54.013,51.446,48.646,49.347,2014
Greece,General government net lending/borrowing,National currency,Billions,"Source: Ministry of Finance or Treasury Latest actual data: 2014. 2014 data are preliminary. Fiscal assumptions: The fiscal projections for 2015 and the medium term are staff estimates based on the fiscal package included in the ESM program agreed between Greece and its European partners and on information available as of August 12, 2015. Start/end months of reporting year: January/December GFS Manual used: Government Finance Statistics Manual (GFSM) 1986 Basis of recording: Accrual. Data from 2006 onwards in line with ESA-2010. Data prior to 2006 based on ESA-95. General government includes: Central Government;Local Government;Social Security Funds; Valuation of public debt: Nominal value. Net debt data, including historical data, are provisional. Gross debt decreases due to privatization receipts greater than the fiscal deficit. Primary domestic currency: Euro Data last updated: 09/2015",-0.161,-0.607,-0.579,-0.782,-1.142,-1.881,-2.014,-2.118,-3.105,-4.609,-6.216,-5.488,-7.038,-8.539,-7.043,-9.13,-7.289,-7.069,-4.662,-4.088,-5.152,-6.529,-7.65,-9.855,-13.76,-10.885,-13.33,-15.705,-23.988,-36.3,-25.119,-21.221,-12.441,-5.372,-7.01,2014
Greece,General government net lending/borrowing,Percent of GDP,,See notes for:  General government net lending/borrowing (National currency).,-2.25,-7.104,-5.392,-6.096,-7.16,-9.667,-8.663,-8.089,-9.744,-12.17,-13.599,-9.721,-10.785,-11.622,-8.453,-9.774,-7.04,-6.156,-3.709,-3.046,-3.635,-4.296,-4.714,-5.519,-7.129,-5.466,-6.119,-6.745,-9.908,-15.289,-11.104,-10.215,-6.406,-2.944,-3.914,2014
Greece,General government structural balance,National currency,Billions,"Source: Ministry of Finance or Treasury Latest actual data: 2014. 2014 data are preliminary. Fiscal assumptions: The fiscal projections for 2015 and the medium term are staff estimates based on the fiscal package included in the ESM program agreed between Greece and its European partners and on information available as of August 12, 2015. Start/end months of reporting year: January/December GFS Manual used: Government Finance Statistics Manual (GFSM) 1986 Basis of recording: Accrual. Data from 2006 onwards in line with ESA-2010. Data prior to 2006 based on ESA-95. General government includes: Central Government;Local Government;Social Security Funds; Valuation of public debt: Nominal value. Net debt data, including historical data, are provisional. Gross debt decreases due to privatization receipts greater than the fiscal deficit. Primary domestic currency: Euro Data last updated: 09/2015",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-3.081,-4.816,-6.329,-5.9,-7.393,-8.268,-6.755,-5.407,-5.576,-5.53,-3.433,-2.136,-2.905,-4.71,-5.695,-10.466,-15.201,-12.608,-17.032,-21.994,-30.289,-41.16,-26.455,-18.451,-6.051,0.595,-1.699,2014
Greece,General government structural balance,Percent of potential GDP,,See notes for:  General government structural balance (National currency).,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-9.636,-12.997,-13.956,-10.692,-11.463,-10.976,-7.876,-5.588,-5.192,-4.69,-2.672,-1.546,-1.997,-3.022,-3.416,-5.906,-8.129,-6.476,-8.373,-10.45,-13.863,-18.626,-12.127,-8.604,-2.894,0.298,-0.879,2014
Greece,General government primary net lending/borrowing,National currency,Billions,"Source: Ministry of Finance or Treasury Latest actual data: 2014. 2014 data are preliminary. Fiscal assumptions: The fiscal projections for 2015 and the medium term are staff estimates based on the fiscal package included in the ESM program agreed between Greece and its European partners and on information available as of August 12, 2015. Start/end months of reporting year: January/December GFS Manual used: Government Finance Statistics Manual (GFSM) 1986 Basis of recording: Accrual. Data from 2006 onwards in line with ESA-2010. Data prior to 2006 based on ESA-95. General government includes: Central Government;Local Government;Social Security Funds; Valuation of public debt: Nominal value. Net debt data, including historical data, are provisional. Gross debt decreases due to privatization receipts greater than the fiscal deficit. Primary domestic currency: Euro Data last updated: 09/2015",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-1.237,-2.416,-2.556,-1.443,-1.169,-1.395,1.923,2.184,4.23,4.077,5.28,5.679,5.025,2.928,1.091,-1.268,-4.774,-1.878,-3.553,-5.021,-12.051,-24.383,-11.883,-6.154,-2.698,1.904,-0.024,2014
Greece,General government primary net lending/borrowing,Percent of GDP,,See notes for:  General government primary net lending/borrowing (National currency).,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-3.883,-6.381,-5.592,-2.556,-1.792,-1.898,2.308,2.338,4.086,3.55,4.201,4.231,3.545,1.926,0.672,-0.71,-2.473,-0.943,-1.631,-2.156,-4.978,-10.27,-5.253,-2.962,-1.389,1.044,-0.013,2014
Greece,General government net debt,National currency,Billions,"Source: Ministry of Finance or Treasury Latest actual data: 2014. 2014 data are preliminary. Fiscal assumptions: The fiscal projections for 2015 and the medium term are staff estimates based on the fiscal package included in the ESM program agreed between Greece and its European partners and on information available as of August 12, 2015. Start/end months of reporting year: January/December GFS Manual used: Government Finance Statistics Manual (GFSM) 1986 Basis of recording: Accrual. Data from 2006 onwards in line with ESA-2010. Data prior to 2006 based on ESA-95. General government includes: Central Government;Local Government;Social Security Funds; Valuation of public debt: Nominal value. Net debt data, including historical data, are provisional. Gross debt decreases due to privatization receipts greater than the fiscal deficit. Primary domestic currency: Euro Data last updated: 09/2015",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,296.779,314.059,313.35,2014
Greece,General government net debt,Percent of GDP,,See notes for:  General government net debt (National currency).,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,152.819,172.145,174.977,2014
Greece,General government gross debt,National currency,Billions,"Source: Ministry of Finance or Treasury Latest actual data: 2014. 2014 data are preliminary. Fiscal assumptions: The fiscal projections for 2015 and the medium term are staff estimates based on the fiscal package included in the ESM program agreed between Greece and its European partners and on information available as of August 12, 2015. Start/end months of reporting year: January/December GFS Manual used: Government Finance Statistics Manual (GFSM) 1986 Basis of recording: Accrual. Data from 2006 onwards in line with ESA-2010. Data prior to 2006 based on ESA-95. General government includes: Central Government;Local Government;Social Security Funds; Valuation of public debt: Nominal value. Net debt data, including historical data, are provisional. Gross debt decreases due to privatization receipts greater than the fiscal deficit. Primary domestic currency: Euro Data last updated: 09/2015",1.51,2.142,2.959,4.046,6.001,8.521,10.296,12.896,17.086,21.285,31.416,39.61,49.03,69.236,76.957,86.876,97.793,105.186,111.924,118.583,140.971,151.869,159.214,168.025,183.157,195.421,224.204,239.3,263.284,299.685,329.515,355.172,303.918,319.178,317.069,2014
Greece,General government gross debt,Percent of GDP,,See notes for:  General government gross debt (National currency).,21.166,25.068,27.538,31.561,37.64,43.804,44.293,49.246,53.62,56.205,68.734,70.17,75.135,94.228,92.356,93.008,94.46,91.598,89.049,88.351,99.463,99.922,98.114,94.094,94.894,98.126,102.926,102.778,108.752,126.22,145.668,170.96,156.494,174.951,177.054,2014
Greece,"Gross domestic product corresponding to fiscal year, current prices",National currency,Billions,"Source: Ministry of Finance or Treasury Latest actual data: 2014. 2014 data are preliminary. Fiscal assumptions: The fiscal projections for 2015 and the medium term are staff estimates based on the fiscal package included in the ESM program agreed between Greece and its European partners and on information available as of August 12, 2015. Start/end months of reporting year: January/December GFS Manual used: Government Finance Statistics Manual (GFSM) 1986 Basis of recording: Accrual. Data from 2006 onwards in line with ESA-2010. Data prior to 2006 based on ESA-95. General government includes: Central Government;Local Government;Social Security Funds; Valuation of public debt: Nominal value. Net debt data, including historical data, are provisional. Gross debt decreases due to privatization receipts greater than the fiscal deficit. Primary domestic currency: Euro Data last updated: 09/2015",7.136,8.543,10.745,12.82,15.944,19.453,23.246,26.187,31.865,37.871,45.707,56.448,65.256,73.477,83.327,93.407,103.529,114.835,125.688,134.218,141.732,151.987,162.274,178.571,193.013,199.153,217.831,232.831,242.096,237.431,226.21,207.752,194.204,182.438,179.081,2014
Greece,Current account balance,U.S. dollars,Billions,"Source: Central Bank. Formally, the Bank of Greece. Based on banks' settlement data and oil refineries' direct reporting data. Latest actual data: 2014 Notes: Data for the period 1979 to 2004 are from IFS, while for the period 2005 to 2011 data come from the Bank of Greece. Please note that IFS does not provide data for 1998, instead, we use data from Eurostat. No data on BOP are available prior to 1976. Please note that there are inconsistencies between the BOP data and national accounts data that cannot be reconciled. BOP Manual used: Balance of Payments Manual, fifth edition (BPM5) Primary domestic currency: Euro Data last updated: 09/2015",-2.192,-2.392,-1.889,-1.878,-2.132,-3.276,-1.676,-1.223,-0.958,-2.561,-3.537,-1.573,-2.144,-0.747,-0.146,-3.214,-5.094,-7.08,-5.946,-7.628,-9.975,-9.408,-9.615,-12.828,-13.494,-18.265,-29.593,-44.651,-51.554,-36.006,-30.332,-28.609,-6.176,1.409,2.202,2014
Greece,Current account balance,Percent of GDP,,"See notes for:  Gross domestic product, current prices (National currency) Current account balance (U.S. dollars).",-3.861,-4.561,-3.434,-3.77,-4.395,-6.805,-2.959,-1.856,-1.248,-3.22,-3.597,-1.484,-1.831,-0.683,-0.125,-2.338,-3.475,-4.934,-4.097,-5.102,-7.52,-6.911,-6.274,-6.353,-5.623,-7.362,-10.819,-13.992,-14.469,-10.888,-10.105,-9.897,-2.474,0.581,0.925,2014
Ireland,"Gross domestic product, constant prices",National currency,Billions,"Source: National Statistics Office. Central Statistical Office of Ireland (CSO) Latest actual data: 2014 Notes: Prior to 1995 Real GDP is calculated using implied growth rates and excludes services produced by financial intermediaries (FISIM). National accounts manual used: European System of Accounts (ESA) 2010. The revision of NAs in accordance with ESA 2010 starts in 1995. GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2013 Chain-weighted: Yes, from 2013 Primary domestic currency: Euro Data last updated: 09/2015",47.866,49.068,49.802,49.438,51.023,52.016,52.237,54.139,55.762,58.892,63.433,64.475,66.782,68.328,72.355,79.296,86.646,96.331,104.917,116.208,128.095,135.567,143.616,149.134,155.703,165.566,176.012,185.768,181.751,171.503,172.187,176.643,176.91,179.448,188.778,2014
Ireland,"Gross domestic product, constant prices",Percent change,,"See notes for:  Gross domestic product, constant prices (National currency).",2.898,2.512,1.495,-0.729,3.204,1.947,0.424,3.641,2.998,5.614,7.711,1.642,3.579,2.314,5.894,9.593,9.269,11.178,8.913,10.762,10.229,5.833,5.937,3.842,4.405,6.334,6.309,5.543,-2.162,-5.638,0.399,2.588,0.151,1.434,5.199,2014
Ireland,"Gross domestic product, current prices",National currency,Billions,"Source: National Statistics Office. Central Statistical Office of Ireland (CSO) Latest actual data: 2014 Notes: Prior to 1995 Real GDP is calculated using implied growth rates and excludes services produced by financial intermediaries (FISIM). National accounts manual used: European System of Accounts (ESA) 2010. The revision of NAs in accordance with ESA 2010 starts in 1995. GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2013 Chain-weighted: Yes, from 2013 Primary domestic currency: Euro Data last updated: 09/2015",13.213,16.033,19.019,20.964,23.217,25.22,26.864,28.71,30.669,34.021,36.887,38.38,40.879,44.028,47.323,54.82,60.195,69.367,80.32,92.629,108.36,121.893,135.946,145.78,156.176,169.978,184.923,197.054,187.547,169.432,166.158,173.94,174.845,179.448,189.046,2014
Ireland,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",21.397,20.339,21.266,20.524,19.831,21.018,28.369,33.618,36.807,37.998,48.054,48.667,54.794,50.775,55.746,69.225,75.851,82.829,90.083,98.688,99.854,109.095,128.002,164.563,193.973,211.403,231.993,269.701,274.724,235.373,220.063,241.8,224.652,238.26,250.814,2014
Ireland,"Gross domestic product, deflator",Index,,"See notes for:  Gross domestic product, constant prices (National currency) Gross domestic product, current prices (National currency).",27.604,32.674,38.19,42.403,45.502,48.484,51.427,53.031,55.001,57.769,58.151,59.528,61.212,64.437,65.404,69.133,69.472,72.009,76.556,79.71,84.593,89.913,94.659,97.751,100.304,102.665,105.063,106.075,103.189,98.792,96.498,98.47,98.833,100,100.142,2014
Ireland,"Gross domestic product per capita, constant prices",National currency,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).","14,074.06","14,249.98","14,310.84","14,109.15","14,458.12","14,693.89","14,753.67","15,265.39","15,793.41","16,780.84","18,093.82","18,287.03","18,788.14","19,117.49","20,177.62","22,018.72","23,895.09","26,289.06","28,332.21","31,058.37","33,802.61","35,237.84","36,662.92","37,471.80","38,490.80","40,051.77","41,581.89","42,453.49","40,523.29","37,831.05","37,803.42","38,611.40","38,581.19","39,068.97","40,953.19",2014
Ireland,"Gross domestic product per capita, current prices",National currency,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","3,884.98","4,656.01","5,465.35","5,982.73","6,578.78","7,124.18","7,587.39","8,095.33","8,686.49","9,694.06","10,521.71","10,885.90","11,500.63","12,318.65","13,196.91","15,222.28","16,600.48","18,930.49","21,689.94","24,756.52","28,594.80","31,683.56","34,704.89","36,629.06","38,607.73","41,119.07","43,687.07","45,032.68","41,815.57","37,374.09","36,479.65","38,020.50","38,130.87","39,068.97","41,011.35",2014
Ireland,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","6,291.28","5,906.70","6,110.93","5,857.43","5,619.50","5,937.30","8,012.47","9,479.30","10,424.87","10,827.09","13,707.01","13,803.48","15,415.35","14,206.35","15,545.86","19,222.12","20,918.14","22,604.28","24,326.32","26,375.98","26,350.31","28,356.90","32,676.98","41,348.46","47,951.52","51,140.07","54,807.09","61,634.78","61,252.55","51,919.75","48,314.54","52,853.58","48,992.92","51,873.46","54,411.14",2014
Ireland,Output gap in percent of potential GDP,Percent of potential GDP,,"See notes for:  Gross domestic product, constant prices (National currency).",-0.358,-0.322,-0.472,-1.422,-4.491,-4.128,-4.996,-7.327,-7.304,-8.022,-7.032,-4.787,-7.638,-9.183,-11.67,-7.195,-4.92,-2.842,-2.521,-0.102,2.206,1.457,1.324,1.68,2.779,3.98,6.19,9.687,6.292,-1.947,-4.167,-3.977,-5.859,-4.519,-2.45,2014
Ireland,Gross domestic product based on purchasing-power-parity (PPP) valuation of country GDP,Current international dollar,Billions,"See notes for:  Gross domestic product, current prices (National currency).",24.474,27.431,29.568,30.511,32.607,34.306,35.146,37.355,39.821,43.693,48.802,51.254,54.299,56.877,61.512,68.818,76.57,86.586,95.327,107.201,120.856,130.82,140.715,149.035,159.879,175.476,192.279,208.337,207.83,197.602,200.813,210.263,214.46,221.082,236.398,2014
Ireland,Gross domestic product based on purchasing-power-parity (PPP) per capita GDP,Current international dollar,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","7,196.03","7,966.29","8,496.69","8,707.62","9,239.66","9,690.82","9,926.43","10,532.85","11,278.64","12,449.80","13,920.42","14,537.35","15,276.20","15,913.77","17,153.74","19,109.31","21,116.24","23,629.57","25,742.36","28,651.19","31,892.24","34,004.05","35,922.37","37,446.99","39,523.09","42,449.06","45,424.94","47,611.17","46,337.95","43,587.93","44,088.25","45,960.12","46,770.14","48,133.51","51,283.75",2014
Ireland,Gross domestic product based on purchasing-power-parity (PPP) share of world total,Percent,,"See notes for:  Gross domestic product, current prices (National currency).",0.188,0.189,0.191,0.185,0.182,0.179,0.174,0.174,0.171,0.174,0.182,0.18,0.168,0.169,0.173,0.183,0.193,0.206,0.219,0.234,0.246,0.254,0.262,0.261,0.259,0.262,0.265,0.265,0.251,0.238,0.227,0.224,0.217,0.213,0.217,2011
Ireland,Implied PPP conversion rate,National currency per current international dollar,,"See notes for:  Gross domestic product, current prices (National currency).",0.54,0.584,0.643,0.687,0.712,0.735,0.764,0.769,0.77,0.779,0.756,0.749,0.753,0.774,0.769,0.797,0.786,0.801,0.843,0.864,0.897,0.932,0.966,0.978,0.977,0.969,0.962,0.946,0.902,0.857,0.827,0.827,0.815,0.812,0.8,2014
Ireland,Total investment,Percent of GDP,,"Source: National Statistics Office. Central Statistical Office of Ireland (CSO) Latest actual data: 2014 Notes: Prior to 1995 Real GDP is calculated using implied growth rates and excludes services produced by financial intermediaries (FISIM). National accounts manual used: European System of Accounts (ESA) 2010. The revision of NAs in accordance with ESA 2010 starts in 1995. GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2013 Chain-weighted: Yes, from 2013 Primary domestic currency: Euro Data last updated: 09/2015",28.16,29.153,27.629,24.052,22.756,20.115,19.119,17.361,16.667,19.254,22.141,20.131,17.214,16.023,17.124,18.878,20.477,22.241,24.131,24.678,24.539,24.295,24.092,25.709,27.233,30.368,31.892,29.219,24.625,20.308,17.463,17.65,19.301,18.083,20.321,2014
Ireland,Gross national savings,Percent of GDP,,"Source: National Statistics Office. Central Statistical Office of Ireland (CSO) Latest actual data: 2014 Notes: Prior to 1995 Real GDP is calculated using implied growth rates and excludes services produced by financial intermediaries (FISIM). National accounts manual used: European System of Accounts (ESA) 2010. The revision of NAs in accordance with ESA 2010 starts in 1995. GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2013 Chain-weighted: Yes, from 2013 Primary domestic currency: Euro Data last updated: 09/2015",15.309,13.441,15.991,15.85,15.519,14.647,14.752,16.033,15.549,16.57,19.349,18.811,16.733,18.876,19.106,20.901,22.786,24.419,24.911,24.924,24.267,23.66,23.077,24.823,26.103,25.838,26.319,22.744,18.237,15.621,15.936,15.52,17.108,19.511,23.125,2014
Ireland,"Inflation, average consumer prices",Index,,Source: National Statistics Office. Central Statistical Office of Ireland (CSO) Latest actual data: 2014 Harmonized prices: Yes Frequency of source data: Monthly Base year: 2005 Primary domestic currency: Euro Data last updated: 09/2015,31.474,37.845,44.35,48.962,53.19,56.098,57.804,59.627,60.919,63.349,65.476,67.527,69.654,70.641,72.312,74.133,75.733,76.683,78.317,80.25,84.467,87.833,91.983,95.658,97.858,99.992,102.692,105.642,108.925,107.067,105.383,106.633,108.683,109.242,109.575,2014
Ireland,"Inflation, average consumer prices",Percent change,,"See notes for:  Inflation, average consumer prices (Index).",18.345,20.243,17.189,10.397,8.636,5.468,3.041,3.154,2.166,3.99,3.357,3.132,3.15,1.418,2.366,2.518,2.158,1.254,2.13,2.469,5.254,3.986,4.725,3.995,2.3,2.18,2.7,2.873,3.108,-1.706,-1.572,1.186,1.922,0.514,0.305,2014
Ireland,"Inflation, end of period consumer prices",Index,,Source: National Statistics Office. Central Statistical Office of Ireland (CSO) Latest actual data: 2014 Harmonized prices: Yes Frequency of source data: Monthly Base year: 2005 Primary domestic currency: Euro Data last updated: 09/2015,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,74.7,76.4,77.167,78.9,81.467,85.967,89.267,93.333,96.333,98.767,101,103.533,106.867,109.067,106.067,105.433,107.067,108.967,109.167,2014
Ireland,"Inflation, end of period consumer prices",Percent change,,"See notes for:  Inflation, end of period consumer prices (Index).",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2.276,1.003,2.246,3.253,5.524,3.839,4.556,3.214,2.526,2.261,2.508,3.22,2.059,-2.751,-0.597,1.549,1.775,0.184,2014
Ireland,Volume of imports of goods and services,Percent change,,"Source: National Statistics Office. Central Statistical Office of Ireland (CSO) Latest actual data: 2014 Base year: 2013 Methodology used to derive volumes: Other Formula used to derive volumes: Fisher. Fisher chain-linked estimate is used for the annual data. Chain-weighted: Yes, from 2013 Trade System: General trade Valuation of exports: Free on board (FOB) Valuation of imports: Cost, insurance, freight (CIF) Primary domestic currency: Euro Data last updated: 09/2015",-4.407,1.628,-3.693,4.977,9.751,3.158,5.204,7.298,6.434,13.886,6.024,2.439,8.063,7.529,15.48,15.93,12.81,16.474,27.507,12.644,19.597,7.538,3.273,0.192,8.302,10.487,10.561,7.336,-2.733,-3.251,3.544,-1.503,2.87,0.004,14.701,2014
Ireland,Volume of Imports of goods,Percent change,,"Source: National Statistics Office. Central Statistical Office of Ireland (CSO) Latest actual data: 2014 Base year: 2013 Methodology used to derive volumes: Other Formula used to derive volumes: Fisher. Fisher chain-linked estimate is used for the annual data. Chain-weighted: Yes, from 2013 Trade System: General trade Valuation of exports: Free on board (FOB) Valuation of imports: Cost, insurance, freight (CIF) Primary domestic currency: Euro Data last updated: 09/2015",-4.447,1.854,-3.352,3.048,10.411,3.369,2.972,6.242,4.538,13.143,6.943,0.633,4.888,6.798,13.099,14.598,10.044,14.817,18.207,8.223,8.695,3.772,1.087,-5.087,9.998,14.497,11.634,7.565,-12.379,-3.4,1.066,-3.789,-2.745,0.784,11.288,2014
Ireland,Volume of exports of goods and services,Percent change,,"Source: National Statistics Office. Central Statistical Office of Ireland (CSO) Latest actual data: 2014 Base year: 2013 Methodology used to derive volumes: Other Formula used to derive volumes: Fisher. Fisher chain-linked estimate is used for the annual data. Chain-weighted: Yes, from 2013 Trade System: General trade Valuation of exports: Free on board (FOB) Valuation of imports: Cost, insurance, freight (CIF) Primary domestic currency: Euro Data last updated: 09/2015",7.065,1.705,4.482,10.52,16.246,6.6,2.71,13.879,8.151,11.417,9.173,5.61,13.859,9.812,15.101,20.141,12.46,17.57,23.074,15.525,19.796,8.907,5.74,0.844,7.691,6.325,6.987,9.631,-0.135,-1.062,6.415,2.128,2.128,2.478,12.093,2014
Ireland,Volume of exports of goods,Percent change,,"Source: National Statistics Office. Central Statistical Office of Ireland (CSO) Latest actual data: 2014 Base year: 2013 Methodology used to derive volumes: Other Formula used to derive volumes: Fisher. Fisher chain-linked estimate is used for the annual data. Chain-weighted: Yes, from 2013 Trade System: General trade Valuation of exports: Free on board (FOB) Valuation of imports: Cost, insurance, freight (CIF) Primary domestic currency: Euro Data last updated: 09/2015",7.828,0.703,7.209,12.148,18.375,6.536,3.681,14.497,7.106,11.218,8.46,5.6,14.678,10.157,14.843,20.104,9.891,14.936,24.441,13.857,17.377,4.312,6.285,-3.76,9.04,5.304,4.002,9.897,-0.289,-0.105,5.007,-2.178,-2.788,-1.773,16.07,2014
Ireland,Unemployment rate,Percent of total labor force,,"Source: National Statistics Office. Central Statistical Office of Ireland (CSO), data is from the Quarterly National Household Survey (QNHS) and is the average of the quarterly observations. Latest actual data: 2014 Employment type: Harmonized ILO definition Primary domestic currency: Euro Data last updated: 09/2015",n/a,n/a,n/a,n/a,n/a,17.7,18.1,18.8,18.4,17.9,17.2,19,16.3,16.7,15.1,14.1,11.8,10.1,7.383,5.556,4.252,3.93,4.448,4.58,4.489,4.389,4.499,4.674,6.4,12.009,13.853,14.625,14.672,13.045,11.263,2014
Ireland,Employment,Persons,Millions,"Source: National Statistics Office. Central Statistical Office of Ireland (CSO), data is from the Quarterly National Household Survey (QNHS) and is the average of the quarterly observations. Latest actual data: 2014 Employment type: Harmonized ILO definition Primary domestic currency: Euro Data last updated: 09/2015",n/a,n/a,n/a,n/a,n/a,n/a,1.095,1.111,1.111,1.111,1.16,1.156,1.165,1.183,1.221,1.282,1.329,1.38,1.526,1.625,1.698,1.75,1.777,1.81,1.871,1.963,2.054,2.143,2.128,1.961,1.882,1.849,1.838,1.881,1.914,2014
Ireland,Population,Persons,Millions,Source: National Statistics Office. Central Statistical Office of Ireland (CSO). Latest actual data: 2014 Primary domestic currency: Euro Data last updated: 09/2015,3.401,3.443,3.48,3.504,3.529,3.54,3.541,3.547,3.531,3.51,3.506,3.526,3.555,3.574,3.586,3.601,3.626,3.664,3.703,3.742,3.79,3.847,3.917,3.98,4.045,4.134,4.233,4.376,4.485,4.533,4.555,4.575,4.585,4.593,4.61,2014
